age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
25.0,1,7.91,1.31,1.73,1.73,5.57,23.0,19.0,10.2,0,1,1,0
31.0,1,3.69,2.09,1.46,5.46,4.89,191.0,96.0,5.53,2,1,2,0
26.0,2,4.36,1.86,1.17,1.97,7.91,43.0,141.0,6.11,2,0,1,0
33.0,1,3.39,1.68,0.52,4.19,5.35,34.0,169.0,4.05,1,1,2,0
29.0,1,3.41,3.84,1.56,1.09,8.63,215.0,55.0,4.97,2,0,1,0
21.0,0,7.31,3.57,3.38,2.29,5.03,247.0,53.0,10.04,2,1,1,0
30.0,2,5.02,1.41,2.99,5.3,5.83,79.0,74.0,7.22,1,1,2,0
20.0,0,3.54,3.14,1.91,0.65,5.57,74.0,96.0,5.4,0,0,2,0
31.0,1,4.13,1.34,3.8,3.44,4.65,211.0,167.0,6.64,1,1,1,0
21.0,1,5.3,1.12,0.67,1.13,5.69,206.0,131.0,7.27,2,1,1,0
18.0,0,7.05,2.95,0.3,4.28,6.4,35.0,40.0,9.39,2,1,1,0
25.0,1,5.78,3.84,2.26,1.62,4.93,112.0,71.0,7.91,0,0,1,0
21.0,2,7.45,2.3,3.27,5.65,6.96,45.0,62.0,10.29,0,0,1,0
19.0,1,3.3,2.22,0.79,5.12,6.0,158.0,36.0,5.13,1,1,2,0
29.0,2,3.73,3.59,2.69,4.39,5.22,131.0,94.0,4.68,2,0,2,0
34.0,2,5.67,2.63,0.93,5.4,5.75,93.0,140.0,7.34,2,1,1,0
32.0,0,3.05,1.88,1.42,4.44,7.82,79.0,17.0,4.27,1,0,2,0
18.0,2,4.29,0.62,3.92,0.78,4.98,195.0,16.0,5.35,0,1,2,0
27.0,2,3.11,2.39,3.9,3.08,8.07,63.0,33.0,5.74,0,0,1,0
27.0,1,5.11,0.83,0.85,5.6,8.69,182.0,137.0,8.04,1,1,2,0
35.0,1,4.31,3.99,2.23,5.58,4.86,137.0,36.0,6.26,1,1,1,0
29.0,0,4.23,3.99,2.81,4.01,4.98,20.0,146.0,6.62,0,0,1,0
32.0,0,5.48,2.76,3.43,3.7,7.89,58.0,110.0,6.02,1,1,2,0
25.0,0,3.6,1.47,1.44,2.26,8.99,92.0,137.0,4.76,1,1,1,0
31.0,0,4.24,2.69,3.17,2.0,7.09,188.0,27.0,6.62,0,1,2,0
21.0,0,4.69,2.67,2.4,3.0,7.95,167.0,157.0,6.1,1,0,2,0
30.0,0,6.0,2.41,1.32,2.22,6.5,119.0,96.0,7.54,2,1,1,0
28.0,2,3.24,3.8,3.5,2.74,6.8,177.0,138.0,4.67,1,1,2,0
20.0,2,3.54,2.17,0.24,1.03,4.97,188.0,123.0,4.67,2,1,1,0
27.0,0,6.57,2.23,3.59,1.71,7.66,41.0,175.0,7.7,1,0,1,0
26.0,1,3.44,2.3,2.85,4.39,4.68,105.0,113.0,5.24,1,1,1,0
33.0,2,4.89,0.81,2.26,5.48,8.15,87.0,44.0,5.96,0,0,2,0
34.0,2,4.82,3.75,0.58,4.71,5.43,138.0,22.0,5.95,1,1,2,0
34.0,1,6.69,0.59,0.66,2.14,4.66,55.0,143.0,8.33,1,0,1,0
28.0,1,4.91,2.69,0.44,2.6,6.26,203.0,156.0,7.12,2,0,2,0
35.0,2,7.66,2.35,2.06,5.01,8.77,181.0,26.0,9.13,0,0,1,0
35.0,0,7.28,3.4,3.84,3.68,5.8,183.0,154.0,9.95,1,0,1,0
19.0,2,4.31,2.63,3.02,0.69,7.36,172.0,93.0,4.93,2,1,2,0
18.0,0,4.47,3.69,0.83,5.74,8.09,139.0,129.0,5.12,0,0,2,0
25.0,0,4.26,2.47,3.03,3.3,5.67,185.0,19.0,5.52,0,0,2,0
26.0,1,4.6,1.03,2.69,1.12,7.85,215.0,98.0,5.85,1,0,1,0
32.0,1,4.71,3.21,0.23,0.72,7.36,192.0,91.0,5.23,1,1,2,0
32.0,2,6.11,2.11,3.58,5.82,8.17,217.0,66.0,7.57,0,1,1,0
27.0,1,7.71,1.02,2.03,2.45,4.88,169.0,163.0,9.86,0,0,1,0
32.0,1,7.84,1.77,1.22,4.29,6.25,60.0,100.0,10.27,2,1,1,0
27.0,0,4.32,1.1,0.59,4.23,5.92,59.0,123.0,5.0,1,1,1,0
23.0,1,3.23,1.95,1.42,1.21,4.62,143.0,143.0,4.78,1,0,1,0
21.0,0,6.78,3.7,4.0,5.56,8.48,58.0,76.0,7.76,0,0,1,0
34.0,1,5.22,1.35,1.5,3.19,5.26,47.0,120.0,7.08,1,0,2,0
33.0,1,5.05,2.99,3.68,4.46,5.17,173.0,142.0,7.38,2,1,1,0
18.0,0,4.01,3.73,2.46,3.94,8.41,98.0,116.0,6.61,0,1,1,0
35.0,2,3.2,2.65,2.09,1.08,5.87,139.0,162.0,4.58,1,0,2,0
20.0,1,6.08,2.83,1.81,5.67,8.95,184.0,48.0,7.9,1,0,1,0
23.0,1,6.41,1.64,1.97,0.86,6.36,152.0,59.0,7.67,1,1,1,0
19.0,2,5.34,2.56,2.78,3.3,6.3,240.0,100.0,7.39,0,1,2,0
19.0,0,3.17,2.62,3.18,4.47,7.31,142.0,180.0,4.8,2,1,1,0
30.0,0,4.27,0.94,1.74,1.1,5.56,87.0,114.0,6.51,2,1,1,0
29.0,0,3.22,3.64,1.52,1.8,7.08,144.0,155.0,4.21,1,1,1,0
23.0,2,5.38,1.48,3.5,1.9,8.36,27.0,117.0,6.96,0,0,2,0
20.0,0,7.61,0.8,2.55,3.54,5.01,135.0,146.0,8.12,1,1,1,0
25.0,2,6.88,3.63,1.5,1.53,6.65,146.0,62.0,9.35,1,1,1,0
25.0,1,7.32,1.5,1.72,0.89,6.7,118.0,136.0,8.27,1,1,1,0
29.0,1,4.34,1.85,3.87,3.73,8.94,68.0,149.0,5.65,1,1,2,0
26.0,0,5.3,1.46,2.87,4.09,8.79,222.0,99.0,8.09,0,1,2,0
35.0,2,4.06,2.97,1.74,1.74,5.35,90.0,135.0,5.87,2,1,2,0
33.0,1,6.17,2.37,2.62,3.58,5.23,89.0,68.0,7.49,2,0,1,0
25.0,1,6.16,1.18,2.47,3.53,8.06,188.0,142.0,8.69,1,0,1,0
27.0,0,5.07,3.59,1.99,1.16,6.81,193.0,84.0,5.92,0,0,1,0
31.0,0,5.54,2.45,2.94,4.84,8.36,61.0,148.0,6.69,0,0,1,0
30.0,0,5.7,2.54,1.07,5.14,4.5,120.0,147.0,8.59,2,0,2,0
24.0,1,4.45,1.54,2.33,0.53,7.32,161.0,22.0,5.13,2,0,2,0
25.0,2,6.19,1.8,0.48,4.82,5.86,137.0,90.0,6.85,0,1,1,0
20.0,1,7.48,3.66,0.54,5.39,5.03,162.0,59.0,10.37,2,1,1,0
28.0,2,3.67,1.35,0.34,0.6,8.55,153.0,37.0,4.83,2,0,2,0
21.0,0,3.81,3.73,0.54,3.18,7.75,46.0,152.0,5.55,2,0,2,0
29.0,0,3.73,1.8,3.84,5.23,6.08,87.0,124.0,6.08,0,1,1,0
25.0,0,6.36,1.04,0.4,1.03,8.04,114.0,174.0,8.92,1,1,1,0
26.0,2,3.95,2.1,1.68,0.8,5.58,146.0,47.0,6.67,0,1,1,0
24.0,1,5.23,3.23,2.8,3.66,4.72,103.0,106.0,8.12,2,1,1,0
29.0,0,3.88,3.39,1.11,5.99,5.32,112.0,107.0,5.03,1,1,2,0
21.0,1,3.26,2.4,3.01,3.36,7.33,233.0,176.0,4.48,0,0,1,0
28.0,0,3.29,3.49,0.9,3.43,7.49,145.0,50.0,5.76,2,1,2,0
31.0,2,4.38,0.6,0.82,5.12,4.66,22.0,43.0,7.16,2,1,1,0
27.0,2,5.04,3.22,3.05,0.52,5.66,216.0,37.0,5.76,2,1,2,0
22.0,0,6.35,3.2,2.98,1.0,6.7,169.0,32.0,6.87,0,0,1,0
31.0,1,6.1,1.73,0.83,1.59,5.66,237.0,93.0,7.97,2,1,1,0
27.0,1,3.78,2.43,3.66,2.39,7.16,81.0,69.0,4.77,0,0,2,0
34.0,0,4.45,2.01,0.68,3.76,6.12,59.0,142.0,5.1,2,0,2,0
21.0,2,5.24,0.96,0.28,4.78,5.07,62.0,33.0,8.19,2,1,1,0
18.0,0,4.88,3.08,2.18,1.06,8.18,229.0,37.0,7.86,2,1,2,0
33.0,2,3.48,3.14,0.23,1.04,4.85,66.0,72.0,5.08,1,0,1,0
22.0,1,4.52,1.99,2.52,0.84,5.5,214.0,128.0,7.04,2,1,2,0
35.0,1,4.04,2.13,1.86,5.71,4.73,20.0,161.0,5.53,2,1,1,0
33.0,1,4.93,0.59,1.83,4.16,6.63,85.0,110.0,7.89,2,1,2,0
32.0,2,4.32,1.42,2.92,5.65,7.01,63.0,69.0,6.27,2,0,2,0
35.0,0,4.19,3.22,1.43,5.39,6.95,201.0,116.0,5.99,2,1,1,0
28.0,1,3.07,2.74,3.84,1.01,7.63,235.0,139.0,4.3,1,0,1,0
31.0,2,6.92,0.97,0.6,2.4,4.88,130.0,24.0,9.45,0,0,1,0
21.0,2,3.91,2.75,1.83,1.48,4.96,169.0,117.0,5.94,2,1,1,0
23.0,2,3.83,3.59,1.88,4.52,5.2,117.0,64.0,4.5,1,1,2,0
22.0,1,5.53,1.68,2.34,4.61,8.97,21.0,103.0,8.02,2,0,1,0
29.0,1,7.28,3.67,0.3,2.9,6.65,92.0,52.0,9.91,0,0,1,0
21.0,0,5.51,3.05,2.23,0.93,5.54,131.0,112.0,8.06,2,1,2,0
18.0,0,5.52,3.26,3.8,3.64,8.2,87.0,45.0,6.69,2,0,1,0
27.0,1,6.67,2.67,2.41,0.94,6.75,235.0,38.0,7.52,0,0,1,0
34.0,0,3.9,3.9,2.24,2.82,4.84,94.0,117.0,5.85,1,1,2,0
31.0,0,6.18,3.91,2.31,0.68,5.94,157.0,70.0,8.59,0,1,1,0
24.0,0,6.26,3.95,2.4,5.6,5.51,70.0,42.0,7.14,0,1,1,0
35.0,2,5.48,3.57,1.03,2.98,5.49,71.0,123.0,8.25,0,0,1,0
30.0,1,3.79,1.59,3.99,2.37,6.85,176.0,15.0,6.6,0,0,2,0
19.0,1,7.33,1.2,1.0,4.26,6.88,118.0,78.0,8.8,1,0,1,0
25.0,0,6.59,2.21,1.78,1.38,4.93,158.0,143.0,9.58,1,1,1,0
35.0,2,5.55,3.58,1.28,2.23,5.78,60.0,24.0,6.85,2,0,2,0
21.0,1,4.67,3.27,2.76,4.26,6.31,81.0,78.0,6.8,2,1,1,0
30.0,1,4.85,2.05,1.97,1.8,4.57,125.0,115.0,5.96,2,0,2,0
28.0,1,4.64,3.29,2.55,2.65,5.05,60.0,133.0,5.82,1,1,2,0
29.0,0,7.97,1.13,3.7,5.42,8.88,248.0,73.0,9.96,0,1,1,0
31.0,1,3.48,2.39,3.5,4.41,5.8,110.0,39.0,4.2,0,1,1,0
32.0,1,4.71,1.31,1.16,1.1,8.56,111.0,55.0,5.6,2,1,2,0
26.0,2,5.93,2.73,2.52,2.01,4.73,175.0,70.0,8.63,2,0,1,0
31.0,1,5.97,1.07,3.86,1.84,7.86,242.0,80.0,8.52,2,0,2,0
34.0,1,3.5,1.11,1.14,0.52,7.45,88.0,85.0,5.74,1,0,1,0
18.0,0,7.8,3.32,2.99,4.09,8.63,184.0,122.0,9.05,0,0,1,0
32.0,0,4.49,1.48,1.47,5.68,6.43,168.0,63.0,5.19,1,1,1,0
33.0,1,7.06,0.99,0.04,1.44,8.25,196.0,64.0,9.52,2,0,1,0
18.0,0,6.25,1.14,0.62,2.72,8.29,228.0,126.0,7.2,1,0,1,0
25.0,0,5.39,3.38,3.48,4.1,5.69,121.0,153.0,6.7,2,0,1,0
22.0,1,6.41,3.79,3.1,5.55,8.69,77.0,86.0,8.46,2,0,1,0
33.0,0,4.1,2.8,0.24,3.72,6.77,239.0,136.0,4.95,0,1,1,0
20.0,0,4.59,0.86,0.66,4.13,8.22,119.0,39.0,7.5,2,1,2,0
28.0,1,7.75,2.87,0.43,1.66,5.35,187.0,69.0,8.28,1,1,1,0
26.0,0,5.92,2.82,2.27,5.36,5.35,213.0,59.0,8.69,0,1,1,0
31.0,0,6.5,3.36,1.07,3.72,6.86,175.0,104.0,8.18,0,0,1,0
28.0,2,6.96,2.24,1.61,5.74,6.45,74.0,126.0,8.96,2,1,1,0
34.0,2,4.56,1.41,0.91,2.17,4.86,150.0,154.0,5.29,2,0,1,0
29.0,0,7.02,1.07,3.19,4.93,6.31,157.0,65.0,8.31,1,0,1,0
27.0,1,6.0,1.11,3.34,5.88,6.51,134.0,82.0,8.85,2,0,2,0
35.0,1,3.23,0.91,0.99,2.83,6.81,195.0,52.0,5.54,1,0,1,0
22.0,0,5.52,3.29,0.76,3.85,8.06,58.0,111.0,6.67,1,0,1,0
27.0,2,4.63,0.66,2.13,3.64,5.17,97.0,71.0,6.78,0,0,2,0
27.0,2,4.73,3.27,2.05,4.84,5.61,204.0,133.0,7.4,0,0,2,0
18.0,2,4.6,1.51,1.08,4.09,5.54,184.0,36.0,5.69,2,1,1,0
18.0,0,3.54,3.46,0.04,4.28,5.75,57.0,161.0,6.09,2,0,1,0
21.0,0,4.98,3.95,3.37,0.5,6.17,188.0,139.0,5.62,0,1,1,0
18.0,1,3.87,0.62,3.91,2.98,5.95,71.0,78.0,5.99,0,0,1,0
25.0,1,4.73,2.14,0.83,3.86,5.12,173.0,131.0,6.49,2,1,2,0
34.0,2,3.09,1.54,1.02,2.37,8.13,131.0,106.0,5.43,1,1,1,0
28.0,0,7.58,1.13,0.46,0.81,7.07,124.0,132.0,9.51,2,1,1,0
27.0,0,7.0,3.97,0.28,4.55,5.51,83.0,121.0,9.35,0,1,1,0
18.0,1,7.42,0.57,2.53,4.62,6.08,215.0,121.0,10.34,0,0,1,0
21.0,2,4.81,0.52,0.8,2.06,6.07,166.0,122.0,5.53,0,0,2,0
34.0,1,4.53,2.12,2.93,2.71,5.53,74.0,27.0,5.93,0,1,1,0
30.0,1,3.37,3.66,1.86,1.95,7.4,102.0,165.0,5.79,1,0,1,0
19.0,2,7.88,2.76,3.91,1.59,4.63,205.0,84.0,10.8,0,0,1,0
23.0,0,3.66,0.86,1.25,1.86,6.2,160.0,103.0,5.48,0,1,1,0
18.0,2,5.16,3.28,1.81,3.22,8.31,237.0,83.0,6.24,2,0,2,0
26.0,2,4.63,0.72,2.06,3.81,6.35,105.0,89.0,6.97,2,0,2,0
21.0,2,3.27,2.71,0.78,1.21,8.57,236.0,85.0,4.83,0,1,1,0
33.0,1,7.89,2.78,3.39,2.34,6.98,127.0,115.0,9.54,0,0,1,0
21.0,1,7.9,2.41,2.39,2.76,5.42,60.0,138.0,10.25,0,1,1,0
33.0,1,3.99,2.56,1.68,5.86,5.39,196.0,170.0,5.76,1,0,2,0
19.0,0,4.08,0.76,0.63,2.07,8.99,115.0,53.0,6.84,0,1,2,0
30.0,0,4.38,2.1,1.84,4.9,8.27,59.0,24.0,5.94,1,0,1,0
20.0,1,7.51,3.18,1.32,4.88,7.93,112.0,155.0,9.48,0,0,1,0
24.0,1,7.2,1.97,2.01,3.05,7.09,142.0,35.0,8.56,1,1,1,0
29.0,2,4.73,2.12,0.45,1.61,8.94,178.0,25.0,7.26,0,1,1,0
21.0,2,5.5,1.08,2.76,5.26,6.62,161.0,132.0,7.29,1,0,1,0
29.0,0,5.07,1.68,0.83,5.47,8.32,196.0,162.0,7.75,0,0,2,0
22.0,0,5.37,0.88,1.32,5.54,7.33,185.0,77.0,6.15,0,0,1,0
27.0,2,4.93,1.84,2.56,3.41,6.84,80.0,113.0,7.54,1,1,2,0
32.0,0,5.27,1.08,3.27,3.52,6.98,55.0,156.0,7.49,2,0,1,0
18.0,2,6.67,2.71,0.09,4.08,6.7,177.0,143.0,7.77,0,0,1,0
18.0,2,4.63,3.27,2.67,5.58,7.19,71.0,145.0,6.85,0,0,1,0
32.0,1,7.16,3.7,2.58,1.51,6.61,70.0,123.0,8.25,1,1,1,0
18.0,1,5.93,1.71,3.37,1.26,4.72,37.0,177.0,6.65,2,1,2,0
18.0,0,7.32,3.39,3.75,5.63,7.46,231.0,34.0,9.39,0,1,1,0
20.0,1,3.28,2.53,1.21,1.91,7.67,148.0,45.0,5.75,1,0,2,0
25.0,2,3.19,1.64,2.82,2.42,7.03,155.0,51.0,5.84,0,0,1,0
18.0,0,3.08,3.07,3.45,5.19,6.23,49.0,124.0,5.09,0,0,2,0
32.0,0,5.95,0.83,1.76,5.81,4.95,96.0,93.0,7.04,2,0,1,0
23.0,0,6.6,1.46,3.09,3.78,6.05,169.0,148.0,7.37,0,1,1,0
24.0,1,6.33,3.9,3.86,4.06,5.03,227.0,115.0,6.89,0,1,1,0
25.0,1,3.53,0.82,3.12,5.73,5.13,101.0,156.0,4.78,0,1,1,0
18.0,2,5.37,1.13,0.11,6.0,8.2,125.0,41.0,7.11,0,1,1,0
33.0,0,5.31,3.33,3.56,1.32,6.92,231.0,29.0,6.01,0,1,2,0
29.0,1,3.98,0.54,3.7,3.98,4.85,146.0,146.0,4.97,0,0,1,0
26.0,0,5.76,2.01,0.73,3.35,6.01,237.0,95.0,7.74,0,1,1,0
24.0,1,4.45,0.55,3.85,1.62,7.8,120.0,99.0,7.17,0,0,2,0
21.0,1,4.19,2.67,2.38,1.48,7.24,185.0,49.0,5.02,2,0,1,0
25.0,0,5.79,3.44,1.9,4.25,4.7,76.0,41.0,6.35,2,0,2,0
23.0,2,5.69,3.54,3.4,2.88,8.51,39.0,97.0,7.07,2,1,2,0
23.0,1,5.45,0.72,0.04,1.42,7.57,115.0,97.0,8.3,2,0,1,0
23.0,1,3.45,2.93,3.92,0.99,7.0,157.0,26.0,4.9,2,1,1,0
19.0,0,6.09,2.64,2.45,5.85,8.96,177.0,20.0,8.48,1,0,1,0
35.0,2,5.15,3.72,2.38,5.5,8.21,148.0,46.0,7.48,0,0,1,0
19.0,0,3.5,3.23,0.89,1.29,5.24,250.0,176.0,4.63,0,1,1,0
22.0,2,4.42,2.83,3.73,1.32,8.39,184.0,77.0,5.47,2,1,2,0
24.0,2,5.75,2.0,3.63,5.01,5.49,179.0,144.0,8.25,2,1,2,0
35.0,2,4.92,3.17,1.41,5.94,6.51,181.0,71.0,6.65,1,1,2,0
30.0,1,7.0,2.44,1.77,2.45,4.98,242.0,137.0,7.73,2,1,1,0
25.0,1,5.09,2.68,3.09,4.09,6.17,24.0,46.0,6.1,2,0,2,0
24.0,1,4.69,2.79,2.97,5.05,6.77,240.0,151.0,5.96,2,1,2,0
25.0,1,4.48,0.94,3.55,3.15,7.62,184.0,103.0,5.01,1,1,2,0
22.0,1,5.05,2.1,3.05,1.29,5.86,24.0,46.0,6.2,1,1,2,0
33.0,1,5.32,2.16,0.5,3.48,5.56,177.0,152.0,7.9,2,1,2,0
30.0,0,5.19,2.12,1.81,3.57,5.27,32.0,42.0,6.17,2,0,2,0
30.0,0,6.13,1.23,1.61,5.29,5.63,141.0,65.0,7.84,1,1,1,0
19.0,1,6.66,3.78,3.22,3.94,6.29,191.0,67.0,8.45,2,1,1,0
19.0,0,4.68,3.58,2.44,3.59,5.18,187.0,59.0,5.53,1,0,1,0
18.0,1,5.09,1.78,0.05,4.05,7.69,117.0,35.0,7.87,2,1,2,0
24.0,0,5.24,1.6,1.29,4.88,6.9,88.0,71.0,6.21,2,0,1,0
21.0,0,6.25,3.06,2.61,0.6,6.69,231.0,165.0,7.38,0,0,1,0
18.0,2,4.64,1.12,2.28,2.98,6.51,217.0,122.0,5.9,2,0,2,0
25.0,0,7.9,2.38,0.54,5.58,5.48,36.0,94.0,10.74,0,1,1,0
33.0,2,3.74,0.88,0.54,3.02,5.93,192.0,171.0,6.38,1,0,2,0
32.0,2,6.61,1.06,3.29,4.77,5.02,115.0,133.0,7.2,0,1,1,0
18.0,1,6.58,1.55,2.45,1.7,5.2,50.0,107.0,7.27,0,1,1,0
34.0,0,3.63,0.85,2.15,5.87,4.56,207.0,131.0,5.37,2,1,2,0
34.0,1,4.67,0.85,2.77,4.43,6.28,250.0,105.0,7.58,1,0,2,0
20.0,2,5.46,3.77,0.25,6.0,6.07,178.0,40.0,7.66,1,1,1,0
26.0,0,5.48,1.88,0.26,5.56,8.47,161.0,180.0,7.01,1,0,2,0
23.0,2,6.25,2.32,3.11,5.3,5.35,227.0,53.0,7.44,0,1,1,0
25.0,2,3.98,2.86,0.81,1.89,7.05,58.0,156.0,6.58,0,0,1,0
21.0,0,5.84,0.94,2.91,4.39,6.26,21.0,165.0,8.17,2,1,2,0
24.0,2,6.06,1.25,2.7,4.21,5.58,29.0,132.0,6.74,2,0,1,0
33.0,1,6.61,1.93,2.11,5.24,5.88,131.0,22.0,8.71,1,0,1,0
33.0,0,5.9,2.34,2.95,3.97,5.44,67.0,122.0,6.43,0,0,1,0
23.0,2,5.55,0.81,3.6,3.34,8.78,228.0,100.0,7.54,1,0,1,0
27.0,0,3.95,3.39,1.98,2.25,5.09,205.0,20.0,6.03,1,0,2,0
33.0,1,5.48,1.0,3.63,4.43,6.63,144.0,18.0,7.68,1,0,1,0
35.0,0,6.48,2.13,0.25,5.42,4.73,29.0,153.0,7.11,1,1,1,0
28.0,0,5.06,2.34,2.52,4.46,5.8,62.0,123.0,6.6,2,1,2,0
34.0,0,3.3,3.85,1.47,5.56,6.05,164.0,177.0,6.11,1,0,2,0
35.0,1,3.79,1.01,0.17,5.09,8.86,65.0,172.0,6.0,2,0,1,0
24.0,1,6.44,2.28,0.41,5.46,4.53,146.0,81.0,8.51,2,1,1,0
19.0,1,6.22,0.6,0.86,1.2,8.28,234.0,118.0,8.63,0,0,1,0
33.0,2,6.77,3.93,1.68,4.09,8.64,134.0,16.0,8.33,1,1,1,0
26.0,2,5.2,3.18,1.96,0.82,5.44,250.0,157.0,8.09,0,1,1,0
25.0,0,3.33,3.7,2.54,5.4,5.2,240.0,33.0,4.06,1,1,1,0
24.0,0,6.86,3.2,0.45,3.16,5.81,60.0,31.0,7.62,0,1,1,0
25.0,1,6.78,3.68,1.98,3.09,8.39,178.0,109.0,8.19,0,1,1,0
32.0,1,5.72,1.87,3.79,3.19,7.23,84.0,54.0,6.56,1,1,1,0
31.0,0,3.26,1.59,0.62,4.77,8.99,96.0,82.0,4.09,0,1,1,0
26.0,0,3.51,1.26,2.86,1.06,5.65,84.0,61.0,4.4,1,1,2,0
20.0,1,7.23,0.92,1.47,0.98,8.38,185.0,134.0,10.14,1,0,1,0
30.0,1,3.36,2.39,2.01,2.5,6.1,158.0,143.0,4.71,2,1,2,0
22.0,1,6.21,1.0,3.16,3.01,8.28,45.0,178.0,6.79,2,1,1,0
29.0,0,5.3,2.1,1.1,1.85,8.68,162.0,28.0,5.94,1,0,1,0
33.0,1,3.1,1.24,0.15,5.19,5.78,141.0,108.0,5.94,2,1,2,0
33.0,1,4.14,2.22,1.28,3.89,8.47,146.0,146.0,6.83,2,0,1,0
26.0,2,3.48,2.43,2.16,5.51,8.96,123.0,127.0,5.12,0,1,1,0
25.0,0,5.75,2.89,1.5,3.93,7.54,121.0,94.0,7.02,1,0,1,0
32.0,2,7.11,3.81,2.48,3.09,5.96,242.0,96.0,10.0,2,1,1,0
20.0,1,6.68,1.3,0.14,3.94,5.78,184.0,45.0,8.48,1,0,1,0
27.0,2,5.94,1.31,2.4,3.99,5.39,177.0,58.0,8.04,1,0,2,0
23.0,0,7.13,2.77,1.87,3.19,8.74,63.0,146.0,9.1,0,1,1,0
31.0,1,4.97,2.22,2.71,0.85,5.34,25.0,111.0,7.1,0,0,2,0
29.0,2,4.12,1.03,2.39,4.98,6.0,220.0,133.0,4.63,0,1,1,0
33.0,1,4.11,0.57,0.41,1.0,7.0,26.0,94.0,6.54,0,1,2,0
31.0,0,5.63,3.66,1.51,1.8,5.18,87.0,115.0,7.6,0,1,2,0
22.0,1,6.88,0.61,1.13,1.24,4.59,226.0,103.0,7.74,1,1,1,0
35.0,0,5.7,3.55,3.95,1.86,5.18,170.0,18.0,6.44,1,1,2,0
24.0,0,5.49,2.33,3.09,4.32,4.85,233.0,158.0,6.7,0,0,2,0
31.0,1,4.93,4.0,1.82,4.75,7.08,81.0,145.0,5.48,1,0,2,0
34.0,2,7.57,3.89,3.65,0.87,6.32,241.0,22.0,10.27,0,0,1,0
25.0,0,5.43,2.73,0.29,1.73,7.5,234.0,135.0,8.34,0,0,1,0
21.0,0,6.42,0.85,3.03,3.52,5.35,154.0,41.0,8.89,2,1,1,0
32.0,2,5.75,2.43,3.75,2.73,7.93,80.0,17.0,6.7,0,1,1,0
25.0,2,4.44,3.83,1.11,2.56,5.49,25.0,47.0,6.41,2,1,2,0
33.0,2,6.92,2.38,2.08,3.97,6.72,184.0,135.0,9.64,1,1,1,0
23.0,0,7.11,3.67,2.46,1.88,5.46,165.0,79.0,8.91,1,0,1,0
34.0,1,4.1,3.02,1.71,2.21,4.56,175.0,121.0,6.0,0,1,2,0
33.0,2,6.79,3.27,2.51,1.21,5.6,44.0,102.0,9.21,1,0,1,0
35.0,0,3.94,3.11,1.28,4.36,7.71,217.0,96.0,6.04,1,1,2,0
34.0,2,6.33,1.79,1.93,2.68,5.39,197.0,99.0,8.73,1,1,1,0
31.0,1,4.28,1.72,1.43,2.64,7.11,193.0,152.0,6.01,0,1,1,0
23.0,0,6.85,3.12,0.53,0.92,8.49,194.0,90.0,9.33,0,1,1,0
24.0,1,3.78,3.08,1.83,4.05,5.61,167.0,119.0,4.94,1,0,2,0
29.0,1,3.65,0.51,2.47,3.0,8.24,107.0,94.0,6.48,1,0,2,0
34.0,2,7.8,1.56,2.23,4.13,5.8,173.0,113.0,8.65,2,0,1,0
26.0,2,5.37,2.05,2.48,4.47,6.73,62.0,78.0,6.29,2,1,2,0
27.0,2,7.73,3.54,3.27,4.62,9.0,243.0,148.0,8.29,0,0,1,0
35.0,0,5.15,3.68,3.94,4.0,7.97,153.0,20.0,7.39,0,0,2,0
28.0,1,5.62,3.72,1.0,1.27,8.01,243.0,124.0,6.47,0,0,1,0
34.0,1,3.64,2.2,3.15,3.87,7.36,96.0,100.0,5.64,0,1,2,0
18.0,1,6.46,2.68,0.58,4.2,6.72,99.0,135.0,7.31,1,0,1,0
27.0,0,4.2,3.99,0.12,2.76,6.76,136.0,72.0,6.98,0,0,1,0
30.0,0,6.17,1.47,3.6,5.17,7.55,158.0,16.0,7.61,2,1,1,0
21.0,1,3.08,0.59,1.07,2.89,7.35,25.0,100.0,3.85,0,1,1,0
18.0,2,6.25,1.85,3.05,4.52,8.43,234.0,82.0,6.95,1,1,1,0
33.0,0,5.34,1.88,1.85,2.06,7.43,158.0,165.0,6.08,2,0,1,0
30.0,0,3.62,3.03,2.92,5.77,5.86,206.0,109.0,6.43,1,1,2,0
31.0,2,3.83,2.71,0.31,5.9,5.66,164.0,71.0,5.93,2,0,1,0
26.0,0,4.7,3.5,2.23,1.38,5.12,109.0,143.0,7.15,1,1,1,0
26.0,2,7.95,3.55,3.63,2.36,7.66,29.0,138.0,10.06,2,1,1,0
25.0,2,4.9,2.93,2.17,2.46,6.98,92.0,102.0,6.08,0,0,1,0
34.0,2,3.85,3.27,3.21,1.27,5.55,196.0,41.0,6.52,2,1,1,0
33.0,1,5.13,3.43,1.25,1.49,8.03,100.0,30.0,6.76,1,1,2,0
21.0,1,4.06,2.32,3.76,3.27,8.28,21.0,61.0,6.18,0,0,2,0
18.0,0,6.6,2.82,0.4,2.26,7.32,232.0,168.0,8.4,1,1,1,0
27.0,2,5.45,0.91,1.76,1.27,5.84,26.0,128.0,6.94,2,0,1,0
29.0,0,4.72,3.65,0.09,5.78,5.16,236.0,28.0,6.6,1,0,1,0
